N,P,K,temperature,humidity,ph,rainfall,label
25.1,16.5,36.5,17.76,93.06,6.12,111.82,pomegranate
32.2,90.7,20.9,24.33,39.6,6.11,109.4,pigeonpeas
24.6,19.3,46.0,20.73,90.14,6.48,101.42,pomegranate
32.7,15.5,31.4,26.98,97.62,6.87,199.75,coconut
12.6,59.0,14.3,27.09,58.2,6.47,42.28,lentil
89.6,33.7,41.8,30.15,80.05,6.28,116.47,jute
101.3,22.7,43.2,24.29,77.93,6.82,57.05,watermelon
90.8,44.8,38.5,18.82,59.86,6.09,76.03,wheat
19.5,17.3,37.6,24.97,96.49,6.23,96.29,pomegranate
22.6,17.5,25.0,30.53,95.46,6.2,179.71,coconut
95.9,21.4,53.1,30.14,88.25,6.24,34.18,muskmelon
14.4,27.4,26.7,29.76,54.61,6.26,94.61,mango
15.1,148.6,201.6,21.63,88.71,5.3,128.62,apple
105.6,16.6,44.0,24.54,86.21,5.71,58.11,watermelon
93.0,48.7,32.2,24.07,70.67,6.4,247.4,rice
81.8,53.2,49.6,22.46,71.64,6.55,241.89,rice
39.6,50.1,46.3,34.66,94.24,6.94,136.27,papaya
131.1,38.9,13.5,20.31,78.77,7.88,49.5,cotton
22.9,15.3,6.4,21.59,95.46,7.13,115.71,orange
115.5,28.9,27.3,25.84,58.17,7.26,195.35,coffee
30.9,64.0,23.4,18.4,29.51,4.91,112.39,kidneybeans
17.4,24.6,33.3,35.54,39.27,5.52,101.85,mango
13.6,70.4,19.5,29.45,58.49,6.17,127.66,pigeonpeas
89.6,43.6,14.5,25.65,65.81,6.48,81.84,maize
18.8,128.6,200.6,22.07,91.96,5.9,131.11,apple
122.9,36.9,18.2,26.42,83.07,7.32,93.33,cotton
87.3,77.0,46.3,25.31,67.27,5.38,107.72,banana
116.9,15.2,51.1,26.56,78.05,6.76,55.32,watermelon
23.7,42.3,19.9,27.26,59.79,6.94,55.68,mothbeans
8.5,57.4,29.5,22.72,13.96,5.7,92.61,kidneybeans
47.4,48.4,43.7,27.54,92.48,6.64,153.48,papaya
116.9,49.3,19.9,21.28,76.04,7.07,102.68,cotton
76.1,44.1,37.7,21.28,76.55,6.38,204.21,jute
74.7,37.5,45.5,22.24,84.06,5.45,266.3,rice
103.5,55.2,31.0,27.57,87.6,7.29,175.23,jute
52.4,49.8,43.0,30.95,91.7,6.75,147.35,papaya
96.3,17.4,44.2,27.21,84.97,7.33,60.93,watermelon
21.6,42.8,19.2,25.7,52.21,6.0,54.07,mothbeans
20.1,67.6,19.9,33.57,51.12,4.71,176.52,pigeonpeas
106.1,45.6,33.9,31.28,82.93,7.09,259.53,rice
32.7,130.5,214.0,23.24,91.84,6.22,98.81,apple
18.1,68.3,16.5,23.91,60.64,6.11,145.4,pigeonpeas
23.9,49.1,22.6,23.83,77.73,6.86,52.0,mungbean
14.7,145.8,215.0,26.06,91.96,5.79,76.04,apple
26.2,35.3,33.6,29.95,52.17,5.24,95.17,mango
126.5,43.7,21.9,24.93,81.93,6.96,57.87,cotton
120.8,28.8,28.6,22.13,55.22,6.54,184.44,coffee
60.6,60.4,43.9,31.38,73.52,6.96,200.06,jute
104.0,52.8,32.3,17.86,59.56,6.64,89.36,wheat
113.7,86.7,57.2,25.8,84.54,5.86,106.7,banana
26.3,120.1,215.1,26.23,83.19,6.47,72.52,grapes
70.9,56.7,44.9,21.02,85.11,6.3,190.51,rice
78.1,17.5,42.1,25.8,83.06,6.73,51.25,watermelon
21.1,35.5,19.5,28.7,79.98,6.94,48.85,mungbean
23.3,65.2,18.7,24.22,63.76,7.22,41.96,lentil
81.4,46.7,34.9,22.75,63.99,6.61,73.5,wheat
16.5,153.9,183.6,27.48,99.92,6.07,115.96,apple
12.2,20.4,5.7,28.71,88.34,7.2,108.31,orange
96.6,20.7,43.7,27.98,78.19,6.85,39.28,watermelon
18.1,50.6,17.9,24.43,76.08,5.74,37.46,mungbean
136.7,93.8,61.4,28.0,77.43,6.18,105.94,banana
102.8,67.7,57.0,25.49,70.78,5.56,93.43,banana
63.3,47.5,48.1,22.97,86.86,7.19,155.17,jute
24.1,14.2,11.3,27.11,90.21,7.15,108.59,orange
47.2,84.2,80.4,16.76,21.11,7.32,81.48,chickpea
75.2,47.6,40.1,29.83,71.61,6.64,190.88,rice
16.4,58.7,79.7,17.76,13.2,7.55,65.32,chickpea
13.9,15.8,36.3,23.44,85.8,6.4,75.74,pomegranate
38.1,62.8,80.2,13.54,18.71,7.37,86.69,chickpea
112.2,19.0,55.2,32.75,85.37,6.45,19.2,muskmelon
30.5,139.4,205.1,20.31,82.78,6.22,56.82,grapes
24.7,123.0,215.0,17.26,80.77,6.19,74.06,grapes
35.9,130.2,201.4,26.21,85.98,6.3,53.08,grapes
23.3,53.5,20.3,25.68,49.97,6.51,45.94,mothbeans
23.7,136.7,205.2,23.75,85.48,6.02,72.69,grapes
16.2,54.7,18.9,23.65,25.32,5.7,123.42,kidneybeans
22.0,61.5,17.4,19.01,19.86,6.27,127.51,kidneybeans
18.2,13.9,28.2,25.78,98.9,5.67,187.7,coconut
34.5,66.4,12.5,30.06,70.34,6.36,55.88,blackgram
91.4,14.9,47.5,35.92,90.88,6.12,30.21,muskmelon
42.4,76.1,18.9,30.75,74.78,7.75,80.64,blackgram
15.9,72.1,20.2,14.48,62.83,7.31,31.16,lentil
104.4,51.2,38.9,19.21,43.36,6.62,64.89,wheat
21.0,124.5,214.8,30.11,93.16,5.54,111.76,apple
96.2,10.9,57.9,30.52,97.81,6.04,16.73,muskmelon
29.7,25.6,25.3,38.66,52.56,5.37,111.83,mango
11.6,128.1,201.2,31.09,85.17,5.79,62.72,grapes
21.8,19.7,27.3,28.66,88.48,6.84,110.13,pomegranate
111.1,16.1,40.1,20.61,85.92,6.09,50.7,watermelon
101.0,13.9,61.3,28.52,90.18,6.26,24.06,muskmelon
105.0,18.2,59.1,29.64,88.81,6.04,25.78,muskmelon
21.5,31.5,28.7,29.87,48.0,6.6,79.38,mango
106.1,43.8,24.3,20.94,92.01,7.13,60.74,cotton
89.5,16.2,43.4,28.97,95.93,6.3,25.68,muskmelon
46.5,60.3,59.1,33.47,87.8,6.92,138.16,papaya
14.9,65.8,22.7,24.02,66.56,6.66,59.24,lentil
101.6,14.5,42.7,28.38,71.75,6.7,45.74,watermelon
40.6,75.9,76.9,17.11,11.68,7.78,90.68,chickpea
72.0,50.8,34.8,19.0,74.13,5.87,125.43,jute
80.1,55.5,31.3,26.64,77.82,5.44,70.16,maize
125.9,52.6,19.5,24.71,84.23,7.59,74.46,cotton
87.0,43.0,44.7,17.31,67.42,6.5,44.81,wheat
31.0,52.2,66.6,33.52,93.96,6.79,135.81,papaya
18.9,13.0,1.8,23.77,89.05,6.41,133.44,orange
16.5,53.0,22.1,20.3,22.48,6.25,55.19,kidneybeans
87.6,37.8,24.0,22.01,79.49,6.9,92.91,cotton
57.6,48.1,18.5,20.17,74.07,5.03,70.38,maize
112.9,11.7,51.6,26.01,90.82,6.43,20.45,muskmelon
22.2,46.1,20.8,27.73,46.18,6.54,67.23,mothbeans
8.9,74.7,16.8,25.32,77.0,7.68,52.62,lentil
9.3,133.0,203.4,28.74,82.86,6.46,86.42,grapes
16.9,61.4,22.2,33.58,50.18,5.31,183.07,pigeonpeas
12.5,44.7,16.8,28.3,76.49,7.3,51.1,mungbean
26.2,137.5,195.1,26.49,80.35,5.06,68.74,grapes
31.2,60.3,15.1,27.02,47.75,6.76,30.19,mothbeans
16.3,58.6,10.2,20.38,61.01,6.13,146.72,pigeonpeas
38.9,47.8,12.1,34.1,72.98,7.05,58.42,blackgram
114.7,29.2,33.3,25.43,52.88,6.42,162.75,coffee
89.2,37.0,50.5,21.02,77.41,6.46,235.74,rice
92.8,47.5,32.0,21.16,81.09,5.19,240.41,rice
26.8,74.0,20.1,29.17,60.92,4.82,168.7,pigeonpeas
117.8,19.7,49.8,32.2,99.33,6.27,33.97,muskmelon
25.5,12.9,35.6,24.27,97.56,5.89,226.18,coconut
15.9,39.6,12.8,25.03,83.97,6.22,55.21,mungbean
19.1,63.3,20.0,25.63,46.61,6.07,170.39,pigeonpeas
22.7,12.8,4.0,27.38,91.12,7.26,122.96,orange
25.2,55.6,20.3,28.95,52.19,6.3,36.8,mothbeans
20.6,16.6,34.5,25.7,86.19,6.44,89.41,pomegranate
24.3,78.2,17.4,18.38,20.72,5.36,118.56,kidneybeans
100.0,17.4,43.1,29.3,95.45,6.41,29.78,muskmelon
53.2,33.1,35.5,29.62,67.37,6.85,167.4,jute
79.9,86.6,56.8,26.43,76.82,6.4,144.9,banana
19.5,132.1,207.2,26.17,76.13,6.76,68.86,grapes
93.1,16.2,32.7,27.74,66.79,6.76,185.67,coffee
29.3,14.5,27.5,23.68,93.71,6.03,152.16,coconut
20.8,59.4,23.3,33.95,56.21,6.54,64.89,mothbeans
116.5,29.2,26.6,25.39,55.79,6.7,171.71,coffee
17.5,21.9,46.4,24.43,96.43,6.69,114.79,pomegranate
23.7,55.6,11.5,34.99,38.39,5.49,151.79,pigeonpeas
14.6,48.7,22.1,27.92,81.75,6.38,31.03,mungbean
53.1,64.0,69.2,22.82,17.0,7.08,80.54,chickpea
18.9,148.0,204.0,17.14,90.02,5.73,78.11,grapes
19.0,142.4,214.0,20.55,97.26,6.16,105.63,apple
17.8,53.3,20.2,26.95,93.66,6.53,59.11,mungbean
126.8,85.9,41.8,23.7,77.67,5.46,103.59,banana
17.5,84.7,14.5,22.29,74.62,6.79,36.63,lentil
69.7,43.4,41.5,28.67,80.08,5.87,208.9,rice
18.0,17.4,46.8,23.28,93.74,7.1,100.57,pomegranate
84.6,39.1,17.5,20.94,84.75,7.17,71.54,cotton
16.0,13.2,12.5,26.16,100.0,7.24,111.02,orange
24.3,60.0,15.2,26.08,90.75,6.89,43.62,mungbean
103.3,21.1,50.6,28.48,76.11,6.57,42.67,watermelon
28.9,16.3,37.4,25.36,94.61,5.76,163.22,coconut
97.1,16.2,36.8,27.21,84.9,6.6,45.91,watermelon
23.7,42.3,21.4,27.54,82.28,6.82,41.54,mungbean
37.6,57.7,18.0,35.24,61.25,6.78,51.87,blackgram
10.7,64.0,26.2,17.52,14.28,5.66,127.06,kidneybeans
21.0,60.3,27.4,25.05,84.49,6.5,56.23,mungbean
16.8,59.0,16.0,19.52,72.69,6.66,27.5,lentil
72.0,61.9,48.4,32.68,88.97,6.5,141.46,papaya
89.8,15.3,49.0,27.18,88.47,6.67,15.07,muskmelon
97.2,20.7,50.6,25.76,91.71,6.6,26.86,muskmelon
11.7,13.7,36.1,33.14,96.59,5.95,181.17,coconut
15.0,12.6,36.6,23.26,92.25,5.49,205.61,coconut
20.9,10.8,38.9,18.71,90.9,6.07,117.79,pomegranate
27.5,71.9,22.0,20.71,26.8,6.59,105.19,kidneybeans
21.2,12.5,29.5,33.65,99.36,6.21,141.25,coconut
35.4,74.7,70.6,18.21,14.85,7.6,78.87,chickpea
37.7,62.9,35.6,29.56,96.52,7.59,100.42,papaya
105.4,61.7,14.1,22.98,76.36,5.95,81.75,maize
106.1,16.2,50.3,30.71,91.69,6.51,41.77,watermelon
25.2,54.9,88.0,19.55,23.23,7.77,81.02,chickpea
97.7,34.4,45.9,18.78,61.27,6.63,72.4,wheat
129.1,46.1,20.3,18.75,93.61,6.55,92.44,cotton
22.0,147.5,198.4,24.13,90.38,5.58,90.58,apple
27.2,124.1,191.1,33.42,80.99,5.97,53.68,grapes
28.7,69.0,68.6,20.76,15.58,7.61,82.74,chickpea
19.0,15.9,3.3,17.74,95.6,7.14,128.92,orange
29.9,69.3,13.0,26.76,38.11,5.13,116.64,pigeonpeas
30.7,130.4,212.4,24.29,88.55,6.14,128.0,apple
38.4,61.6,26.5,29.04,61.88,6.55,73.04,blackgram
83.7,24.6,42.8,27.51,85.25,6.46,62.67,watermelon
90.4,50.3,34.8,28.0,67.77,6.12,89.65,maize
15.9,54.2,25.9,23.3,72.68,6.37,22.55,lentil
25.8,62.4,27.0,20.54,45.98,5.9,133.17,pigeonpeas
23.5,114.7,194.8,28.92,84.24,6.04,109.22,apple
24.4,15.5,39.7,24.16,95.61,5.75,146.82,coconut
95.2,40.9,43.0,24.01,95.6,5.47,255.86,rice
47.0,49.1,46.4,33.04,94.3,6.95,154.63,papaya
23.6,129.7,230.2,19.4,90.53,6.2,120.05,apple
11.0,22.2,39.5,23.61,96.29,6.16,141.6,coconut
90.1,28.3,21.3,27.62,72.59,7.09,153.22,coffee
16.3,48.1,21.9,25.93,82.03,6.5,49.83,mungbean
51.2,59.0,36.5,32.82,92.43,6.5,138.65,papaya
25.2,18.5,27.2,30.41,44.81,5.87,64.13,mango
83.9,68.8,48.7,25.8,71.39,6.48,126.16,banana
48.7,70.7,78.1,22.66,14.21,7.86,77.11,chickpea
105.6,37.5,39.3,20.97,56.66,6.43,74.74,wheat
26.2,18.2,12.5,21.12,91.72,6.42,118.09,orange
19.4,70.7,16.2,21.9,23.64,5.4,123.9,kidneybeans
72.1,75.0,11.7,19.27,70.64,7.38,65.15,maize
91.3,87.6,44.2,30.33,72.6,6.08,110.15,banana
12.9,11.0,37.9,18.23,91.79,5.8,100.85,pomegranate
122.0,25.4,24.5,22.87,64.76,7.5,148.14,coffee
24.0,74.6,21.0,25.12,57.44,6.75,41.06,lentil
42.2,76.4,23.8,24.48,52.94,7.16,73.98,blackgram
20.6,22.4,52.5,22.6,86.43,6.1,87.9,pomegranate
10.9,21.7,32.7,30.59,43.19,4.4,90.03,mango
18.1,66.8,20.3,28.25,59.82,6.32,47.95,lentil
60.2,59.5,16.9,24.29,55.82,6.44,94.25,maize
77.5,65.4,31.9,24.88,100.0,5.97,190.14,rice
24.7,25.3,39.6,23.2,89.95,6.94,123.71,pomegranate
50.8,37.6,45.7,36.63,92.02,6.23,118.58,papaya
115.8,16.9,26.4,25.85,52.46,6.95,162.5,coffee
71.5,52.2,49.5,23.94,83.57,6.48,267.54,rice
131.4,31.8,41.9,16.8,67.24,6.83,86.31,wheat
31.0,43.3,20.8,23.35,80.01,7.07,55.26,mungbean
21.9,131.0,199.8,16.8,84.89,6.31,77.76,grapes
90.7,39.9,44.9,26.84,78.39,7.31,188.88,jute
22.0,124.7,192.4,20.52,93.24,6.01,118.09,apple
21.3,21.5,31.4,23.95,84.63,6.49,126.52,pomegranate
17.7,49.8,17.7,26.02,43.29,5.41,128.95,pigeonpeas
57.9,52.7,45.3,22.35,87.32,6.16,191.7,jute
12.5,20.7,49.2,22.46,89.84,6.38,76.06,pomegranate
23.0,18.8,12.3,24.59,89.82,6.21,100.42,orange
60.2,56.6,37.5,31.12,93.04,6.72,96.97,papaya
20.6,50.1,27.4,25.67,84.07,6.19,58.49,mungbean
97.6,45.4,38.8,18.72,61.33,6.84,52.53,wheat
115.9,55.1,17.0,24.61,80.67,6.34,47.06,cotton
94.5,33.6,33.3,26.3,60.75,7.26,185.55,coffee
17.2,73.9,16.4,30.35,59.66,5.86,118.16,pigeonpeas
92.2,23.4,36.5,21.17,58.47,6.62,159.83,coffee
85.3,44.4,45.8,19.24,51.42,6.48,76.4,wheat
71.4,59.5,13.2,25.74,63.6,6.32,97.77,maize
74.1,60.0,46.6,24.01,74.85,6.68,216.09,rice
18.9,50.1,19.4,32.71,90.7,6.17,36.74,mungbean
100.0,40.0,35.0,23.13,40.94,6.73,81.89,wheat
20.8,24.2,31.0,30.15,53.03,6.38,102.92,mango
16.6,40.7,25.1,34.25,59.96,6.95,65.49,mothbeans
128.0,15.9,55.1,35.62,92.02,6.19,17.41,muskmelon
83.5,53.0,12.5,17.15,73.96,6.18,58.73,maize
46.5,57.4,13.1,35.73,70.46,7.05,70.68,blackgram
125.9,50.6,24.2,27.26,85.12,6.98,83.18,cotton
13.2,62.0,15.8,18.36,52.37,6.96,35.69,lentil
23.6,126.0,199.1,24.54,79.34,6.39,76.0,grapes
89.9,10.4,50.3,22.93,82.58,6.17,61.12,watermelon
22.8,64.0,22.2,32.85,69.74,6.87,51.69,lentil
43.4,66.6,63.6,34.87,95.03,5.82,136.3,papaya
43.2,63.9,25.9,32.44,56.06,7.19,86.83,blackgram
26.6,74.7,12.6,26.31,72.85,7.32,64.6,lentil
28.9,121.4,208.2,27.11,88.68,5.61,137.14,apple
95.3,22.2,50.5,28.58,93.61,5.99,19.31,muskmelon
37.6,56.9,84.8,21.52,13.92,6.57,85.9,chickpea
16.8,46.2,13.2,28.74,47.52,7.24,56.58,mothbeans
31.3,66.1,72.2,20.58,18.11,7.35,108.41,chickpea
26.5,71.4,82.6,18.09,13.79,7.27,93.26,chickpea
73.7,48.0,22.9,25.73,56.28,6.29,66.09,maize
35.9,56.0,90.2,25.36,10.08,7.2,78.34,chickpea
24.8,13.2,1.8,16.74,100.0,6.55,127.03,orange
47.5,55.1,72.1,20.91,15.01,7.08,67.09,chickpea
46.1,76.1,16.1,31.35,64.55,7.21,81.85,blackgram
30.1,128.2,197.8,30.0,85.8,5.74,42.26,grapes
24.4,20.8,27.6,26.2,95.96,6.17,173.87,coconut
92.9,17.2,55.8,27.3,83.63,6.61,65.4,watermelon
114.3,50.8,50.9,20.09,81.27,6.56,287.37,rice
86.9,27.5,37.8,15.7,62.69,7.28,102.88,wheat
43.7,55.8,49.1,33.23,85.74,7.09,131.67,papaya
24.7,78.0,18.9,21.11,17.94,6.22,92.63,kidneybeans
23.4,46.5,18.5,30.74,83.64,6.8,36.65,mungbean
23.2,28.6,26.9,32.83,49.19,6.29,91.69,mango
17.8,16.2,34.7,32.29,56.45,5.6,115.09,mango
24.7,32.8,17.2,32.37,49.27,6.76,84.72,mothbeans
9.8,21.7,35.4,28.66,49.83,6.23,78.99,mango
39.0,65.4,24.1,34.43,61.45,7.16,54.12,blackgram
93.9,60.2,26.3,23.84,55.19,6.86,58.92,maize
88.1,41.3,46.1,23.18,54.65,6.44,108.1,wheat
106.6,49.1,38.6,25.72,77.54,6.57,168.32,jute
110.4,17.6,52.2,29.01,88.4,6.6,43.91,watermelon
25.3,45.1,15.6,26.71,45.63,6.12,51.76,mothbeans
45.5,52.6,23.3,28.47,68.9,6.18,62.79,blackgram
89.9,17.7,58.5,23.7,87.63,6.03,26.78,muskmelon
43.2,70.7,80.7,19.87,12.39,6.97,67.22,chickpea
16.7,29.8,34.2,33.67,52.63,5.63,96.56,mango
95.9,22.7,22.8,25.92,65.73,6.98,157.73,coffee
112.6,36.3,17.7,31.77,86.15,7.45,59.0,cotton
27.1,158.1,182.8,24.92,96.06,5.83,98.36,apple
22.0,40.3,19.1,28.92,88.77,6.61,37.17,mungbean
25.0,17.3,12.9,17.08,93.58,7.63,135.39,orange
35.7,59.1,17.5,34.03,69.46,6.18,78.3,blackgram
17.3,158.0,199.1,24.41,88.81,5.77,73.64,apple
21.9,70.8,14.8,27.87,44.58,5.65,153.12,pigeonpeas
71.8,52.5,41.8,26.39,80.33,6.02,168.02,jute
74.6,45.8,38.0,23.43,81.05,6.52,163.0,jute
15.7,21.3,7.5,23.73,90.45,6.41,107.25,orange
18.5,55.4,20.7,16.09,11.86,5.26,96.23,kidneybeans
63.0,40.6,36.9,24.29,74.41,6.57,182.3,jute
40.5,78.4,23.3,32.3,69.18,7.12,71.51,blackgram
122.3,51.0,19.9,21.93,77.09,7.66,62.2,cotton
28.6,25.8,30.5,29.6,49.84,5.41,77.78,mango
29.1,131.1,203.9,20.46,89.53,5.28,136.88,apple
27.7,11.0,47.4,18.82,88.04,5.84,100.96,pomegranate
26.6,152.5,197.5,18.98,86.4,6.26,94.34,apple
49.2,76.7,66.1,19.15,16.93,6.87,55.64,chickpea
23.8,72.8,17.3,19.93,26.89,5.04,117.87,kidneybeans
20.5,20.0,29.9,21.13,92.74,6.14,154.41,coconut
24.2,63.7,35.1,25.38,55.29,6.19,85.98,mothbeans
84.6,13.7,57.4,25.79,93.67,6.6,26.55,muskmelon
11.7,49.9,17.8,28.26,47.74,6.87,39.13,mothbeans
18.3,16.7,29.2,31.44,98.29,6.09,186.6,coconut
17.9,148.5,175.9,25.72,87.54,5.91,119.54,apple
25.8,71.7,14.2,19.84,70.31,7.28,39.99,lentil
95.3,86.2,46.2,24.02,80.39,6.58,102.41,banana
70.5,48.7,41.7,24.11,88.81,6.51,225.55,rice
41.0,67.8,48.5,36.65,89.4,7.12,167.96,papaya
92.5,91.7,49.8,30.56,78.11,6.04,94.76,banana
12.6,46.9,24.0,28.76,48.22,7.05,58.26,mothbeans
12.1,75.0,26.0,29.49,62.92,7.88,48.47,lentil
100.5,17.7,49.2,30.76,89.18,6.84,22.43,muskmelon
23.3,5.6,41.1,22.75,88.0,6.84,124.94,pomegranate
34.4,51.5,21.0,30.02,77.1,6.36,56.05,mungbean
17.9,12.8,9.4,21.7,91.18,7.54,129.03,orange
30.7,71.7,19.7,29.98,67.22,6.77,50.52,blackgram
15.4,54.3,13.7,28.06,48.32,6.51,48.32,mothbeans
31.1,51.6,13.3,28.63,50.91,6.96,54.88,mothbeans
18.2,4.3,36.6,25.36,96.67,6.65,193.0,coconut
60.0,54.1,31.3,26.03,75.28,7.17,163.54,jute
20.0,123.4,213.1,20.26,91.63,6.75,115.0,apple
95.6,54.1,35.1,21.99,86.17,5.64,225.02,rice
14.6,60.0,11.3,31.02,56.43,6.54,42.65,mothbeans
76.5,47.0,42.4,26.44,86.74,7.03,133.34,jute
85.2,45.0,44.0,24.29,77.12,6.36,145.35,jute
17.0,131.0,203.2,26.31,77.97,5.23,68.06,grapes
96.2,43.1,32.0,28.97,51.26,8.0,170.19,coffee
20.3,121.4,186.1,20.73,96.17,6.07,107.5,apple
108.0,50.2,20.2,21.68,72.75,7.28,64.27,cotton
20.2,21.9,12.3,20.88,84.79,6.66,102.87,orange
22.4,12.4,7.2,26.88,94.59,7.8,91.24,orange
90.3,88.0,49.2,27.12,81.3,5.89,114.03,banana
88.0,16.5,49.2,28.55,89.02,6.73,20.33,muskmelon
94.3,31.7,23.0,21.31,53.62,6.84,189.5,coffee
18.7,27.0,36.8,30.49,46.32,6.51,92.68,mango
100.9,38.4,58.4,17.18,51.68,6.58,61.46,wheat
15.8,41.3,21.3,30.68,83.85,6.9,45.69,mungbean
27.7,18.2,33.9,21.26,93.72,6.17,124.77,pomegranate
24.9,27.0,38.5,37.34,35.48,5.81,122.8,mango
24.6,76.3,17.0,28.83,59.14,5.47,189.96,pigeonpeas
16.2,29.9,37.3,32.06,48.93,5.45,91.03,mango
79.4,44.0,45.0,18.25,46.5,6.94,68.77,wheat
80.3,52.7,40.4,23.78,86.81,6.17,156.65,jute
71.8,52.7,45.5,27.87,80.46,5.6,221.95,rice
6.5,11.1,24.0,23.33,95.65,6.23,113.61,coconut
117.7,20.1,51.4,29.48,90.85,6.66,29.71,muskmelon
72.4,58.5,17.0,22.96,69.32,6.1,67.67,maize
103.6,21.4,49.3,29.76,97.69,6.05,23.74,muskmelon
18.7,126.8,210.0,18.9,86.55,5.92,76.19,grapes
25.1,9.8,48.9,22.59,84.9,6.89,134.97,pomegranate
20.3,66.2,22.7,21.95,29.9,5.14,100.44,kidneybeans
28.4,79.5,19.2,32.57,45.55,5.55,129.28,pigeonpeas
17.8,125.5,181.0,18.88,85.42,5.99,117.93,apple
68.6,32.2,34.0,27.21,90.7,6.32,173.32,jute
14.0,22.2,22.9,35.1,63.1,5.16,92.52,mango
23.6,18.9,7.9,22.6,98.32,6.61,106.91,orange
48.3,66.4,20.7,29.0,62.83,7.01,71.57,blackgram
26.8,126.0,199.6,21.84,95.34,5.24,120.99,apple
19.8,61.5,16.9,25.08,71.71,6.37,54.15,lentil
99.1,44.6,24.2,29.52,59.23,6.16,95.09,maize
15.3,14.3,12.3,19.77,86.16,6.4,134.65,orange
51.1,75.9,83.3,15.96,19.19,7.57,85.31,chickpea
18.0,26.3,32.8,27.17,99.64,5.31,188.26,coconut
71.1,50.6,14.0,27.7,49.65,6.36,75.17,maize
16.2,56.8,18.7,15.69,25.1,5.7,87.71,kidneybeans
99.0,23.0,40.2,26.16,78.09,7.2,52.93,watermelon
92.5,53.0,37.7,23.44,60.82,5.94,81.12,wheat
90.1,28.1,57.3,24.45,95.86,6.12,15.9,muskmelon
14.7,20.1,33.3,21.23,84.64,6.44,90.27,pomegranate
89.0,11.2,44.4,23.63,86.96,6.4,55.7,watermelon
21.9,17.1,22.3,28.31,93.68,5.64,150.43,coconut
54.5,41.9,23.8,20.62,62.75,6.02,82.43,maize
11.9,54.5,16.3,31.35,86.07,6.44,56.94,mungbean
22.8,65.9,20.9,28.35,45.99,5.69,127.82,pigeonpeas
20.4,64.3,10.2,32.68,53.57,5.13,153.79,pigeonpeas
21.7,74.6,11.7,20.01,26.42,6.24,89.61,kidneybeans
67.4,58.8,20.6,23.11,69.45,5.58,96.88,maize
20.1,19.0,37.7,30.24,55.02,6.03,94.63,mango
9.3,26.8,27.3,23.55,88.2,6.79,116.28,pomegranate
18.5,140.3,212.4,20.38,92.78,5.9,59.07,grapes
27.7,123.5,199.5,16.64,77.1,5.62,58.31,grapes
34.7,72.4,79.8,18.62,16.9,7.05,66.93,chickpea
118.9,38.0,34.3,25.11,62.88,7.01,168.83,coffee
94.1,11.9,56.7,27.95,95.87,6.08,32.7,muskmelon
113.3,41.8,22.9,25.91,71.91,6.75,71.16,cotton
15.6,17.8,21.1,29.12,56.19,5.57,91.02,mango
120.3,17.2,33.1,22.78,63.66,7.27,143.62,coffee
26.7,143.1,200.8,20.7,97.01,5.86,135.93,apple
19.3,15.6,43.4,19.73,91.84,5.87,127.83,pomegranate
20.8,16.0,10.6,18.64,87.05,6.56,119.71,orange
22.7,11.9,45.9,19.41,89.17,7.09,111.83,pomegranate
101.2,17.0,62.5,29.15,95.73,6.94,27.2,muskmelon
23.4,133.2,226.9,22.03,90.05,6.1,125.52,apple
18.6,52.0,14.8,25.59,87.1,6.46,37.71,mungbean
29.8,142.6,196.0,20.83,80.67,5.99,58.3,grapes
11.2,73.2,18.6,24.27,60.36,6.47,52.17,lentil
15.5,73.9,24.6,22.04,25.81,5.26,100.42,kidneybeans
89.7,33.7,41.6,24.79,83.88,6.9,173.34,jute
9.6,152.1,208.9,21.98,93.52,5.66,136.26,apple
81.9,84.9,45.8,28.55,84.49,6.28,115.03,banana
33.5,59.7,49.2,39.42,92.61,7.08,121.81,papaya
44.1,60.7,87.8,21.54,12.8,7.02,72.11,chickpea
108.6,68.7,48.0,27.82,80.83,6.33,63.19,banana
44.2,67.5,83.5,19.91,17.67,7.16,65.41,chickpea
18.0,75.9,16.8,30.03,60.4,5.94,137.8,pigeonpeas
57.9,56.8,43.6,32.44,93.77,6.22,153.59,papaya
10.5,144.9,182.5,26.14,100.0,6.48,109.42,apple
71.5,47.3,46.0,21.83,80.24,5.48,202.53,rice
79.7,48.0,40.8,21.25,53.05,6.09,65.32,wheat
88.8,33.0,32.4,26.13,49.19,6.64,148.25,coffee
13.2,64.3,28.0,35.19,50.96,6.5,180.2,pigeonpeas
63.9,39.8,41.3,26.99,74.62,6.9,182.86,jute
88.2,48.5,7.6,20.95,77.14,6.93,87.09,maize
17.2,22.1,29.3,22.16,98.27,5.88,208.44,coconut
20.6,18.6,24.7,29.23,99.27,6.41,149.96,coconut
78.2,47.1,9.1,20.14,49.4,6.85,101.45,maize
16.4,154.1,190.2,25.42,92.87,6.16,82.45,apple
16.4,20.7,13.5,21.9,92.43,7.87,105.66,orange
95.4,37.9,40.7,16.44,54.79,6.16,78.66,wheat
121.5,80.0,49.6,27.64,82.57,5.71,106.09,banana
131.3,77.4,54.6,30.68,82.71,6.46,107.88,banana
27.9,52.4,15.3,28.82,84.96,7.36,54.07,mungbean
92.6,43.4,49.7,18.05,45.84,7.02,81.21,wheat
21.0,132.7,225.0,16.71,80.39,5.71,67.25,grapes
